1;0;1571.00;13.00;2000.00;0.00;2.00
2;0;758.00;13.00;528.00;0.00;2.80
3;0;671.00;13.00;1104.00;0.00;3.08
4;0;3724.00;11.00;1391.00;0.00;0.12
5;0;5116.00;13.00;1072.00;0.00;3.16
6;0;3288.00;10.00;916.00;0.00;0.12
7;0;201.00;13.00;1917.00;0.00;2.84
8;0;1109.00;13.00;522.00;0.00;2.92
9;0;4040.00;13.00;1328.00;0.00;3.08
10;0;3288.00;10.00;908.00;0.00;0.12
11;0;4609.00;13.00;1266.00;0.00;3.00
12;0;2882.00;10.00;807.00;0.00;0.32
13;0;2809.00;13.00;1994.00;0.00;2.40
14;0;1865.00;13.00;772.00;0.00;2.96
15;0;41.00;13.00;1797.00;0.00;1.88
16;0;670.00;13.00;1859.00;0.00;2.76
17;0;5528.00;13.00;1936.00;0.00;3.28
18;0;5500.00;13.00;1675.00;0.00;3.20
19;0;1062.00;13.00;333.00;0.00;2.80
20;0;2888.00;10.00;801.00;0.00;0.28
21;0;1997.00;13.00;858.00;0.00;2.44
22;0;4792.00;13.00;45.00;0.00;2.20
23;0;4221.00;13.00;199.00;0.00;2.84
24;0;1915.00;13.00;1685.00;0.00;2.24
25;0;2260.00;13.00;1823.00;0.00;2.76
26;0;2235.00;13.00;776.00;0.00;2.32
27;0;2007.00;13.00;1459.00;0.00;2.60
28;0;4859.00;13.00;1332.00;0.00;3.28
29;0;5543.00;13.00;86.00;0.00;3.20
30;0;4920.00;13.00;1238.00;0.00;3.08
31;0;4413.00;13.00;1658.00;0.00;3.16
32;0;2223.00;13.00;108.00;0.00;3.12
33;0;1762.00;13.00;1166.00;0.00;3.20
34;0;1396.00;13.00;871.00;0.00;2.56
35;0;4089.00;13.00;643.00;0.00;2.92
36;0;502.00;13.00;156.00;0.00;3.04
37;0;1984.00;13.00;1073.00;0.00;2.36
38;0;2840.00;13.00;346.00;0.00;2.68
39;0;1650.00;13.00;1238.00;0.00;2.60
40;0;405.00;13.00;1536.00;0.00;3.24
41;0;4644.00;13.00;2004.00;0.00;1.96
42;0;4678.00;13.00;1088.00;0.00;3.44
43;0;2311.00;13.00;1227.00;0.00;2.44
44;0;2175.00;12.50;1664.00;0.00;0.08
45;0;1655.00;13.00;798.00;0.00;3.44
46;0;1626.00;13.00;326.00;0.00;2.48
47;0;1493.00;13.00;413.00;0.00;3.28
48;0;2191.00;13.00;22.00;0.00;0.96
49;0;5556.99;13.00;1439.00;0.00;3.24
50;0;3772.00;13.00;824.00;0.00;2.52
51;0;2369.00;13.00;2006.00;0.00;1.96
52;0;4146.00;13.00;50.00;0.00;2.52
53;0;2582.00;13.00;635.00;0.00;2.48
54;0;1003.00;13.00;69.00;0.00;2.92
55;0;5135.00;13.00;618.00;0.00;2.80
56;0;2389.00;13.00;461.00;0.00;3.36
57;0;1654.00;13.00;1455.00;0.00;2.64
58;0;2179.00;12.50;1600.00;0.00;0.08
59;0;1436.00;13.00;26.00;0.00;1.60
60;0;2761.00;13.00;338.00;0.00;2.36
61;0;4336.00;13.00;672.00;0.00;2.84
62;0;281.00;13.00;908.00;0.00;2.68
63;0;1799.00;13.00;34.00;0.00;1.84
64;0;5027.00;13.00;645.00;0.00;2.56
65;0;4606.00;13.00;587.00;0.00;3.04
66;0;1546.00;13.00;1054.00;0.00;2.92
67;0;108.00;13.00;1363.00;0.00;2.68
68;0;2940.00;13.00;1091.00;0.00;1.12
69;0;2183.00;12.50;1664.00;0.00;0.08
70;0;1906.00;13.00;1230.00;0.00;3.16
71;0;4680.00;13.00;785.00;0.00;2.56
72;0;4581.00;13.00;707.00;0.00;2.64
73;0;2347.00;13.00;858.00;0.00;4.16
74;0;2179.00;11.00;1124.00;0.00;0.08
75;0;4002.00;13.00;921.00;0.00;3.00
76;0;1106.00;13.00;1321.00;0.00;3.32
77;0;1768.00;13.00;1757.00;0.00;3.08
78;0;4107.00;13.00;1171.00;0.00;4.84
79;0;4838.00;13.00;547.00;0.00;2.64
80;0;5142.00;13.00;296.00;0.00;2.64
81;0;4567.00;13.00;1489.00;0.00;2.64
82;0;813.00;13.00;1623.00;0.00;3.44
83;0;2175.00;11.00;1392.00;0.00;0.08
84;0;633.00;13.00;905.00;0.00;3.00
85;0;805.00;13.00;322.00;0.00;2.84
86;0;4364.00;13.00;1876.00;0.00;2.96
87;0;3456.00;13.00;410.00;0.00;2.28
88;0;2183.00;11.00;1392.00;0.00;0.08
89;0;4808.00;13.00;279.00;0.00;2.88
90;0;4180.00;13.00;562.00;0.00;2.80
91;0;1666.00;13.00;548.00;0.00;2.56
92;0;4556.00;13.00;855.00;0.00;3.16
93;0;3095.00;10.00;1242.00;0.00;0.20
94;0;2901.00;13.00;1251.00;0.00;0.24
95;0;2766.00;12.50;1155.00;0.00;0.08
96;0;1141.00;13.00;117.00;0.00;2.68
97;0;5476.00;13.00;1536.00;0.00;3.16
98;0;2458.00;13.00;678.00;0.00;0.20
99;0;5334.00;13.00;1511.00;0.00;3.20
100;0;3936.00;13.00;399.00;0.00;4.04
101;0;2124.00;13.00;764.00;0.00;2.16
102;0;2766.00;12.50;1163.00;0.00;0.08
103;0;4469.00;13.00;716.00;0.00;2.84
104;0;1832.00;13.00;1035.00;0.00;2.96
105;0;44.00;13.00;570.00;0.00;2.20
106;0;477.00;13.00;566.00;0.00;2.88
107;0;1852.00;13.00;630.00;0.00;3.28
108;0;3282.00;11.50;1376.00;0.00;0.72
109;0;5104.00;13.00;1590.00;0.00;2.64
110;0;2525.00;13.00;1995.00;0.00;2.60
111;0;1164.00;13.00;1468.00;0.00;3.04
112;0;371.00;13.00;115.00;0.00;2.84
113;0;4759.00;13.00;1572.00;0.00;2.96
114;0;1664.00;13.00;206.00;0.00;2.60
115;0;1870.00;13.00;142.00;0.00;2.60
116;0;1256.00;13.00;312.00;0.00;2.40
117;0;1792.00;13.00;436.00;0.00;2.56
118;0;3288.00;11.00;1382.00;0.00;0.72
119;0;5283.00;13.00;383.00;0.00;2.80
120;0;1905.00;13.00;1576.00;0.00;3.08
121;0;2096.00;13.00;1850.00;0.00;4.16
122;0;844.00;13.00;460.00;0.00;3.16
123;0;2798.00;10.00;1333.00;0.00;0.08
124;0;1709.00;13.00;1041.00;0.00;2.76
125;0;5082.00;13.00;143.00;0.00;2.68
126;0;132.00;13.00;622.00;0.00;2.60
127;0;1107.00;13.00;1991.00;0.00;2.68
128;0;5183.00;13.00;1732.00;0.00;2.80
129;0;905.00;13.00;726.00;0.00;2.84
130;0;2798.00;10.00;1325.00;0.00;0.08
131;0;2924.00;11.00;1104.00;0.00;0.40
132;0;4186.00;13.00;1667.00;0.00;2.48
133;0;4372.00;13.00;390.00;0.00;2.84
134;0;253.00;13.00;778.00;0.00;2.84
135;0;1009.00;13.00;1414.00;0.00;3.16
136;0;2918.00;11.00;1110.00;0.00;0.40
137;0;2571.00;10.00;1018.00;0.00;0.08
138;0;2437.00;13.00;1335.00;0.00;3.32
139;0;1366.00;13.00;1379.00;0.00;2.88
140;0;2605.00;10.00;1073.00;0.00;0.40
141;0;2917.00;13.00;858.00;0.00;0.72
142;0;1853.00;13.00;297.00;0.00;3.72
143;0;642.00;13.00;1974.00;0.00;2.80
144;0;3091.00;13.00;1368.00;0.00;2.48
145;0;4286.00;13.00;1787.00;0.00;2.60
146;0;1025.00;13.00;763.00;0.00;2.64
147;0;3698.00;13.00;513.00;0.00;3.20
148;0;488.00;13.00;262.00;0.00;2.40
149;0;2338.00;13.00;280.00;0.00;4.32
150;0;3098.00;9.50;1608.00;0.00;0.28
151;0;5240.00;13.00;806.00;0.00;3.04
152;0;68.00;13.00;466.00;0.00;2.68
153;0;3485.00;13.00;1473.00;0.00;2.20
154;0;2816.00;10.00;1159.00;0.00;0.08
155;0;644.00;13.00;30.00;0.00;1.48
156;0;4544.00;13.00;313.00;0.00;4.44
157;0;3417.00;13.00;1139.00;0.00;0.88
158;0;2659.00;13.00;1066.00;0.00;1.88
159;0;837.00;13.00;1186.00;0.00;2.72
160;0;3655.00;11.00;1298.00;0.00;0.20
161;0;1745.00;13.00;322.00;0.00;2.84
162;0;5032.00;13.00;1995.00;0.00;2.52
163;0;888.00;13.00;994.00;0.00;2.64
164;0;4292.00;13.00;798.00;0.00;3.48
165;0;1345.00;13.00;1153.00;0.00;2.56
166;0;1492.00;13.00;1277.00;0.00;3.12
167;0;2743.00;12.50;1159.00;0.00;0.08
168;0;1737.00;13.00;123.00;0.00;3.20
169;0;60.00;13.00;262.00;0.00;2.52
170;0;3208.00;13.00;1488.00;0.00;1.88
171;0;5190.00;13.00;86.00;0.00;2.84
172;0;5214.00;13.00;1455.00;0.00;2.44
173;0;2529.00;13.00;996.00;0.00;0.12
174;0;4085.00;13.00;349.00;0.00;2.92
175;0;2417.00;13.00;1220.00;0.00;2.12
176;0;4564.00;13.00;1059.00;0.00;2.64
177;0;1130.00;13.00;637.00;0.00;2.64
178;0;2817.00;11.00;1123.00;0.00;0.08
179;0;3711.00;13.00;43.00;0.00;2.44
180;0;2766.00;12.50;1159.00;0.00;0.08
181;0;656.00;13.00;267.00;0.00;3.44
182;0;5411.00;13.00;152.00;0.00;2.96
183;0;2444.00;13.00;1521.00;0.00;0.12
184;0;5372.99;13.00;1916.00;0.00;3.28
185;0;200.00;13.00;417.00;0.00;2.92
186;0;1724.00;13.00;927.00;0.00;3.28
187;0;2397.00;10.00;1069.00;0.00;0.08
188;0;1979.00;13.00;261.00;0.00;2.48
189;0;5077.00;13.00;36.00;0.00;1.80
190;0;1248.00;13.00;589.00;0.00;3.36
191;0;359.00;13.00;1666.00;0.00;3.04
192;0;2670.00;12.50;1138.00;0.00;0.44
