2;air_base;3330.00;9.90;1981.00;1.24;0
2;supply_node;3334.00;9.90;1978.00;1.54;0
2;rocket_site;3339.00;9.90;1982.00;5.36;0
2;industrial_complex;3330.00;9.90;1973.00;2.63;0
2;radar_station;3333.00;9.90;1980.00;5.96;0
2;supply_node;3334.00;9.90;1957.00;0.06;0
2;synthetic_refinery;3337.00;9.90;1974.00;3.30;0
2;fuel_silo;3338.00;9.90;1961.00;0.63;0
2;supply_node;3338.00;9.90;1978.00;2.30;0
2;supply_node;3330.00;9.90;1978.00;5.65;0
2;supply_node;3338.00;9.90;1957.00;4.17;0
2;supply_node;3330.00;9.90;1957.00;0.13;0
2;arms_factory;3337.00;9.90;1978.00;0.13;0
2;arms_factory;3332.00;9.90;1955.00;2.28;0
2;arms_factory;3336.00;9.90;1976.00;1.07;0
2;arms_factory;3331.00;9.90;1981.00;4.34;0
2;arms_factory;3335.00;9.90;1980.00;1.68;0
2;arms_factory;3334.00;9.90;1959.00;5.30;0
2;industrial_complex;3337.00;9.90;1976.00;2.63;0
2;industrial_complex;3333.00;9.90;1961.00;5.89;0
2;industrial_complex;3339.00;9.90;1984.00;4.69;0
2;industrial_complex;3338.00;9.90;1953.00;0.57;0
2;industrial_complex;3335.00;9.90;1954.00;5.29;0
3;supply_node;3314.00;9.90;1910.00;4.39;0
3;arms_factory;3319.00;9.90;1924.00;0.85;0
3;arms_factory;3307.00;9.90;1905.00;5.93;0
3;arms_factory;3304.00;9.90;1910.00;0.25;0
3;arms_factory;3313.00;9.90;1918.00;3.87;0
3;arms_factory;3304.00;9.90;1904.00;1.21;0
3;industrial_complex;3310.00;9.90;1911.00;3.36;0
3;industrial_complex;3321.00;9.90;1917.00;3.26;0
3;industrial_complex;3306.00;9.90;1911.00;5.42;0
3;industrial_complex;3315.00;9.90;1919.00;2.76;0
3;industrial_complex;3318.00;9.90;1920.00;0.09;0
3;industrial_complex;3311.00;9.90;1912.00;3.36;0
3;arms_factory;3316.00;9.90;1916.00;1.81;0
3;supply_node;3310.00;9.90;1915.00;0.69;0
3;supply_node;3312.00;9.90;1913.00;3.63;0
3;fuel_silo;3308.00;9.90;1908.00;0.76;0
3;synthetic_refinery;3318.00;9.90;1923.00;2.32;0
3;radar_station;3313.00;9.90;1911.00;0.16;0
3;air_base;3319.00;9.90;1921.00;1.37;0
3;rocket_site;3315.00;9.90;1914.00;5.49;0
4;industrial_complex;3266.00;9.90;1870.00;0.95;0
4;arms_factory;3277.00;9.90;1875.00;4.73;0
4;rocket_site;3279.00;9.90;1875.00;1.62;0
4;air_base;3264.00;9.90;1869.00;5.24;0
4;radar_station;3273.00;9.90;1877.00;1.12;0
4;synthetic_refinery;3269.00;9.90;1865.00;4.74;0
4;fuel_silo;3277.00;9.90;1873.00;3.18;0
4;supply_node;3269.00;9.90;1870.00;0.89;0
4;supply_node;3267.00;9.90;1872.00;4.59;0
4;supply_node;3271.00;9.90;1868.00;1.65;0
4;arms_factory;3266.00;9.90;1867.00;2.07;0
4;arms_factory;3274.00;9.90;1874.00;5.69;0
4;arms_factory;3264.00;9.90;1861.00;2.67;0
4;arms_factory;3275.00;9.90;1879.00;1.46;0
4;arms_factory;3266.00;9.90;1868.00;3.62;0
4;industrial_complex;3272.00;9.90;1873.00;5.78;0
4;industrial_complex;3266.00;9.90;1872.00;5.68;0
4;industrial_complex;3272.00;9.90;1878.00;1.56;0
4;industrial_complex;3267.00;9.90;1866.00;5.18;0
4;industrial_complex;3261.00;9.90;1864.00;2.51;0
5;synthetic_refinery;3252.00;9.90;1809.00;3.71;0
5;arms_factory;3244.00;9.90;1807.00;1.04;0
5;supply_node;3244.00;9.90;1807.00;3.21;0
5;arms_factory;3245.00;9.90;1801.00;2.00;0
5;arms_factory;3249.00;9.90;1809.00;5.26;0
5;arms_factory;3244.00;9.90;1814.00;2.59;0
5;industrial_complex;3250.00;9.90;1813.00;6.21;0
5;industrial_complex;3252.00;9.90;1812.00;4.66;0
5;arms_factory;3253.00;9.90;1813.00;3.20;0
5;industrial_complex;3249.00;9.90;1803.00;4.15;0
5;industrial_complex;3245.00;9.90;1812.00;1.48;0
5;industrial_complex;3250.00;9.90;1812.00;4.75;0
5;rocket_site;3248.00;9.90;1807.00;0.60;0
5;air_base;3244.00;9.90;1811.00;4.22;0
5;radar_station;3250.00;9.90;1811.00;1.55;0
5;fuel_silo;3245.00;9.90;1808.00;3.61;0
5;industrial_complex;3245.00;9.90;1811.00;0.53;0
5;supply_node;3248.00;9.90;1808.00;5.45;0
5;supply_node;3252.00;9.90;1807.00;3.97;0
5;arms_factory;3252.00;9.90;1801.00;3.71;0
6;arms_factory;3250.00;9.90;1754.00;3.51;0
6;arms_factory;3246.00;9.90;1745.00;0.85;0
6;arms_factory;3251.00;9.90;1753.00;4.47;0
6;industrial_complex;3245.00;9.90;1764.00;1.45;0
6;industrial_complex;3250.00;9.90;1739.00;6.02;0
6;industrial_complex;3245.00;9.90;1748.00;3.00;0
6;radar_station;3249.00;9.90;1750.00;0.31;0
6;industrial_complex;3248.00;9.90;1764.00;1.80;0
6;synthetic_refinery;3253.00;9.90;1747.00;2.47;0
6;air_base;3251.00;9.90;1760.00;0.41;0
6;rocket_site;3245.00;9.90;1756.00;4.53;0
6;industrial_complex;3250.00;9.90;1742.00;2.40;0
6;fuel_silo;3247.00;9.90;1748.00;4.63;0
6;supply_node;3252.00;9.90;1759.00;0.62;0
6;supply_node;3248.00;9.90;1759.00;1.38;0
6;supply_node;3248.00;9.90;1743.00;4.73;0
6;supply_node;3252.00;9.90;1743.00;1.79;0
6;supply_node;3244.00;9.90;1743.00;5.49;0
6;industrial_complex;3249.00;9.90;1759.00;0.24;0
6;arms_factory;3245.00;9.90;1739.00;5.58;0
6;arms_factory;3249.00;9.90;1757.00;2.91;0
6;arms_factory;3244.00;9.90;1758.00;1.35;0
6;supply_node;3244.00;9.90;1759.00;3.96;0
7;industrial_complex;3253.00;9.90;1685.00;3.34;0
7;industrial_complex;3250.00;9.90;1676.00;0.08;0
7;supply_node;3244.00;9.90;1679.00;3.96;0
7;rocket_site;3246.00;9.90;1693.00;6.08;0
7;air_base;3245.00;9.90;1685.00;3.41;0
7;radar_station;3251.00;9.90;1690.00;0.75;0
7;synthetic_refinery;3249.00;9.90;1692.00;5.47;0
7;fuel_silo;3244.00;9.90;1700.00;1.35;0
7;supply_node;3248.00;9.90;1695.00;5.37;0
7;supply_node;3252.00;9.90;1695.00;1.33;0
7;supply_node;3248.00;9.90;1679.00;6.14;0
7;supply_node;3252.00;9.90;1679.00;0.62;0
7;arms_factory;3252.00;9.90;1680.00;2.29;0
7;arms_factory;3253.00;9.90;1676.00;5.91;0
7;arms_factory;3251.00;9.90;1692.00;3.85;0
7;arms_factory;3249.00;9.90;1677.00;1.69;0
7;industrial_complex;3249.00;9.90;1679.00;1.28;0
7;supply_node;3244.00;9.90;1695.00;3.20;0
7;arms_factory;3248.00;9.90;1699.00;1.79;0
7;industrial_complex;3252.00;9.90;1698.00;5.40;0
7;industrial_complex;3252.00;9.90;1679.00;3.24;0
7;industrial_complex;3245.00;9.90;1674.00;3.34;0
7;arms_factory;3247.00;9.90;1675.00;1.18;0
8;industrial_complex;3245.00;9.90;1624.00;2.70;0
8;industrial_complex;3245.00;9.90;1625.00;5.37;0
8;industrial_complex;3251.00;9.90;1632.00;3.21;0
8;arms_factory;3251.00;9.90;1611.00;1.65;0
8;supply_node;3244.00;9.90;1631.00;2.17;0
8;industrial_complex;3247.00;9.90;1637.00;3.81;0
8;arms_factory;3245.00;9.90;1636.00;2.76;0
8;industrial_complex;3249.00;9.90;1611.00;5.87;0
8;arms_factory;3248.00;9.90;1617.00;4.93;0
8;arms_factory;3246.00;9.90;1608.00;3.72;0
8;industrial_complex;3248.00;9.90;1612.00;1.15;0
8;arms_factory;3251.00;9.90;1612.00;4.32;0
8;supply_node;3244.00;9.90;1614.00;1.45;0
8;supply_node;3252.00;9.90;1614.00;4.03;0
8;supply_node;3248.00;9.90;1614.00;0.69;0
8;supply_node;3252.00;9.90;1631.00;6.21;0
8;supply_node;3248.00;9.90;1631.00;2.87;0
8;fuel_silo;3250.00;9.90;1631.00;3.27;0
8;synthetic_refinery;3249.00;9.90;1632.00;4.84;0
8;radar_station;3246.00;9.90;1624.00;1.22;0
8;air_base;3252.00;9.90;1631.00;3.88;0
8;rocket_site;3252.00;9.90;1632.00;1.72;0
8;arms_factory;3252.00;9.90;1638.00;5.88;0
9;supply_node;3268.00;9.90;1525.00;5.75;0
9;supply_node;3265.00;10.00;1523.00;4.99;0
9;supply_node;3271.00;9.90;1528.00;1.64;0
9;supply_node;3302.00;9.90;1503.00;4.22;0
9;supply_node;3298.00;9.90;1500.00;0.88;0
